the_geom,id,continent,country,city,iso_a3,name,h_type,cartodb_id,src_year,src_type,src_add,src_status,src_drawer,notes,h_special,h_vaccine,within_5km,optid,fib_dist,adm1_name
0101000020E610000058E27FBAF86D56400E7DE2E3ECA73740,,Asia,Bangladesh,,BGD,RAJBARI Sadar,Hospital,58984,25,22,22,22,119,,,,TRUE,58984,,Dhaka
0101000020E61000006AB4BDEE416C5640B95F707447AA3740,,Asia,Bangladesh,,BGD,RAJBARI Sadar,Health Center,58986,25,22,22,22,119,,,,TRUE,58986,,Dhaka
0101000020E6100000CF32B3AEA7A35640C3E1C7B612D53740,,Asia,Bangladesh,,BGD,RUPGANJ,Health Center,58817,25,22,22,22,119,,,,TRUE,58817,,Dhaka
0101000020E610000019D9A4870F605640B94D35B2A28E3840,,Asia,Bangladesh,,BGD,SHERPUR,Health Center,59851,25,22,22,22,119,,,,TRUE,59851,,Rajshahi
0101000020E6100000C5D9194BFD105640E4EE84A80C993840,,Asia,Bangladesh,,BGD,Chapai Nawabganj General Hospital,Hospital,48001,25,22,22,22,119,,,,TRUE,48001,,Rajshahi
0101000020E6100000964C2F406813564006F2FE8232873840,,Asia,Bangladesh,,BGD,Nawabganj Sadar,Health Center,59995,25,22,22,22,119,,,,TRUE,59995,,Rajshahi
0101000020E6100000F97F8B0489885640FCCBA43CA9913640,,Asia,Bangladesh,,BGD,Rajapur Upazila Health Complex,Hospital,56638,25,22,22,22,119,,,,TRUE,56638,,Barisal
0101000020E61000008CD61FEE7C885640FEC9532710923640,,Asia,Bangladesh,,BGD,Rajapur,Hospital,56980,25,22,22,22,119,,,,TRUE,56980,,Barisal
0101000020E6100000A199D37F068B564066B7E6CC91903640,,Asia,Bangladesh,,BGD,Rajapur,Health Center,56984,25,22,22,22,119,,,,TRUE,56984,,Barisal
0101000020E610000031C4247299885640CD9E36F686973640,,Asia,Bangladesh,,BGD,Rajapur,Health Center,56986,25,22,22,22,119,,,,TRUE,56986,,Barisal
0101000020E61000008BCA251EC1845640233694E17E8F3640,,Asia,Bangladesh,,BGD,Rajapur,Health Center,56988,25,22,22,22,119,,,,TRUE,56988,,Barisal
0101000020E61000007AA0F187737F56400C153C51459D3640,,Asia,Bangladesh,,BGD,Perojpur Sadar,Health Center,57152,25,22,22,22,119,,,,TRUE,57152,,Barisal
0101000020E6100000068AD20E6C67564078F38EC3BAD53640,,Asia,Bangladesh,,BGD,Terakhada,Health Center,59611,25,22,22,22,119,,,,TRUE,59611,,Khulna
0101000020E61000009B39629249AD5640501B3D24D14D3740,,Asia,Bangladesh,,BGD,Matlab(Dakhin),Health Center,57395,25,22,22,22,119,,,,TRUE,57395,,Chittagong
0101000020E610000060AB904B0F8356400ACADD8F64973640,,Asia,Bangladesh,,BGD,Kawkhali,Health Center,57111,25,22,22,22,119,,,,TRUE,57111,,Barisal
0101000020E610000078A4924AF85F564062AC812603003740,,Asia,Bangladesh,,BGD,ABHOYNAGAR,Health Center,59415,25,22,22,22,119,,,,TRUE,59415,,Khulna
0101000020E6100000F34A4B08DE1D564040F5317AC9043A40,,Asia,Bangladesh,,BGD,BGB Hospital Thakurgoan,Hospital,56321,25,22,22,22,119,,,,TRUE,56321,,Rajshahi
0101000020E610000068234333741E56405BFDB0EFD4073A40,,Asia,Bangladesh,,BGD,Thakurgaon General Hospital,Hospital,56739,25,22,22,22,119,,,,TRUE,56739,,Rajshahi
0101000020E610000017846C13DD21564016BF53C432E93940,,Asia,Bangladesh,,BGD,Birganj,Health Center,60114,25,22,22,22,119,,,,TRUE,60114,,Rajshahi
0101000020E61000006BD71C9C6C1E56405B3369C9DD073A40,,Asia,Bangladesh,,BGD,Thakurgaon Sadar,Hospital,60529,25,22,22,22,119,,,,TRUE,60529,,Rajshahi
0101000020E6100000A0D0662F832056409CFEB9F8D1F93940,,Asia,Bangladesh,,BGD,Thakurgaon Sadar,Health Center,60553,25,22,22,22,119,,,,TRUE,60553,,Rajshahi
0101000020E61000000A5E459238285640D01D3C7BBCE23940,,Asia,Bangladesh,,BGD,Birganj,Hospital,45002,25,22,22,22,119,,,,TRUE,45002,,Rajshahi
0101000020E61000002DA85C03D724564075F4541B1CF33940,,Asia,Bangladesh,,BGD,Birganj,Health Center,60115,25,22,22,22,119,,,,TRUE,60115,,Rajshahi
0101000020E6100000CC351086522B5640E8FFE30D8CCD3940,,Asia,Bangladesh,,BGD,Kaharol,Health Center,60141,25,22,22,22,119,,,,TRUE,60141,,Rajshahi
0101000020E6100000C6622F36E8BF56403B6769826F493740,,Asia,Bangladesh,,BGD,BARURA,Health Center,57592,25,22,22,22,119,,,,TRUE,57592,,Chittagong
0101000020E6100000EB76627BD2AE5640A2E128D42EE13840,,Asia,Bangladesh,,BGD,Maa O Shishu Clinic,Medical Clinic,53216,25,22,22,22,119,,,,TRUE,53216,,Mymensignh
0101000020E6100000D6182AB5CDAE56405AC9440026E13840,,Asia,Bangladesh,,BGD,City Digital Diagonostic Center,Medical Clinic,53981,25,22,22,22,119,,,,TRUE,53981,,Mymensignh
0101000020E6100000E2E24D23D2AE5640F29A1E1494DE3840,,Asia,Bangladesh,,BGD,Apollo Diagonostic Center,Medical Clinic,56259,25,22,22,22,119,,,,TRUE,56259,,Mymensignh
0101000020E6100000B4C7C15BD6AE5640604E2BE0F9DE3840,,Asia,Bangladesh,,BGD,Al Raji Diagonostic center,Medical Clinic,56304,25,22,22,22,119,,,,TRUE,56304,,Mymensignh
0101000020E610000009598231C7AE5640D52CE11AE9E03840,,Asia,Bangladesh,,BGD,D.M Digilab,Medical Clinic,56372,25,22,22,22,119,,,,TRUE,56372,,Mymensignh
0101000020E6100000381AD187F8AE564012960C5B0EDF3840,,Asia,Bangladesh,,BGD,Diagonostic Center,Medical Clinic,56408,25,22,22,22,119,,,,TRUE,56408,,Mymensignh
0101000020E61000004905BA9BCCAE56400BE8CFC831E13840,,Asia,Bangladesh,,BGD,Model Diagonostic Center,Medical Clinic,56505,25,22,22,22,119,,,,TRUE,56505,,Mymensignh
0101000020E61000002CE411DCC8AE5640C7B96F1008DF3840,,Asia,Bangladesh,,BGD,Nabila Diagonostic Center,Medical Clinic,56527,25,22,22,22,119,,,,TRUE,56527,,Mymensignh
0101000020E610000041AFE4CFDCAE56403195456117DF3840,,Asia,Bangladesh,,BGD,Netrokona Sadar Hospital,Hospital,56567,25,22,22,22,119,,,,TRUE,56567,,Mymensignh
0101000020E610000042F45ABFCFAE564000B600231EE13840,,Asia,Bangladesh,,BGD,New Swadesh Hospital and Diagonostic Center,Hospital,56569,25,22,22,22,119,,,,TRUE,56569,,Mymensignh
0101000020E6100000F9E29C22D1AE56408607399446E13840,,Asia,Bangladesh,,BGD,Nirapod Diagonostic Center,Medical Clinic,56575,25,22,22,22,119,,,,TRUE,56575,,Mymensignh
0101000020E6100000D72F8E80C0AE56402F5F03C70ADF3840,,Asia,Bangladesh,,BGD,Nova Diagonostic Center,Medical Clinic,56582,25,22,22,22,119,,,,TRUE,56582,,Mymensignh
0101000020E6100000753AEBAEC7AE56404CC653EAEDE03840,,Asia,Bangladesh,,BGD,Nurjahan Digilab,Medical Clinic,56584,25,22,22,22,119,,,,TRUE,56584,,Mymensignh
0101000020E610000050319B8A42B0564041F88E43B2EB3840,,Asia,Bangladesh,,BGD,Netrok Sadar,Health Center,58928,25,22,22,22,119,,,,TRUE,58928,,Mymensignh
0101000020E6100000B4C7C15BD6AE564025E400B0F0DE3840,,Asia,Bangladesh,,BGD,Fatema Diagonostic Center,Medical Clinic,59858,25,22,22,22,119,,,,TRUE,59858,,Mymensignh
0101000020E6100000150D07958C4B5640D4DDDDAAD3683740,,Asia,Bangladesh,,BGD,kaliganj,Health Center,59554,25,22,22,22,119,,,,TRUE,59554,,Khulna
0101000020E610000073C0F80E3FBB56405DE8AB0037E83640,,Asia,Bangladesh,,BGD,LAXMIPUR Sadar,Health Center,57859,25,22,22,22,119,,,,TRUE,57859,,Chittagong
0101000020E610000043ED0A1567BF564031D58E3A0DF23640,,Asia,Bangladesh,,BGD,LAXMIPUR Sadar,Health Center,57873,25,22,22,22,119,,,,TRUE,57873,,Chittagong
0101000020E61000004549670092C05640E2683AB193F43640,,Asia,Bangladesh,,BGD,Begumganj,Health Center,57905,25,22,22,22,119,,,,TRUE,57905,,Chittagong
0101000020E6100000D1641069E5CE5640654D98D5E0FE3640,,Asia,Bangladesh,,BGD,Senbagh Upazila Health Complex,Hospital,56677,25,22,22,22,119,,,,TRUE,56677,,Chittagong
0101000020E610000081E9353A93C956403FC5E25967E83640,,Asia,Bangladesh,,BGD,Begumganj,Health Center,57901,25,22,22,22,119,,,,TRUE,57901,,Chittagong
0101000020E610000040D5BAA938CB56409634F2B821EB3640,,Asia,Bangladesh,,BGD,Begumganj,Health Center,57903,25,22,22,22,119,,,,TRUE,57903,,Chittagong
0101000020E6100000B449EAA9FAB05640961D3DD928083740,,Asia,Bangladesh,,BGD,Raipur Upazila Health Complex,Hospital,56635,25,22,22,22,119,,,,TRUE,56635,,Chittagong
0101000020E61000003451D27706B4564016EE040487043740,,Asia,Bangladesh,,BGD,LAXMIPUR Sadar,Health Center,57867,25,22,22,22,119,,,,TRUE,57867,,Chittagong
0101000020E6100000EC0E9943B3B25640ADACB5FE32FA3640,,Asia,Bangladesh,,BGD,LAXMIPUR Sadar,Health Center,57869,25,22,22,22,119,,,,TRUE,57869,,Chittagong
0101000020E6100000EB9BE75D50B2564002AE99662B0C3740,,Asia,Bangladesh,,BGD,RAIPUR,Health Center,57877,25,22,22,22,119,,,,TRUE,57877,,Chittagong
0101000020E6100000665515E9F5B056408B57B7A0B4FF3640,,Asia,Bangladesh,,BGD,RAIPUR,Health Center,57883,25,22,22,22,119,,,,TRUE,57883,,Chittagong
0101000020E61000000EE92806F7B15640903A7D82D9043740,,Asia,Bangladesh,,BGD,RAIPUR,Health Center,57885,25,22,22,22,119,,,,TRUE,57885,,Chittagong
0101000020E610000010E4B2B3FFB05640231E0178F6063740,,Asia,Bangladesh,,BGD,RAIPUR,Hospital,57887,25,22,22,22,119,,,,TRUE,57887,,Chittagong
0101000020E6100000D62ACCA23CAF5640D4547E6087023740,,Asia,Bangladesh,,BGD,RAIPUR,Health Center,57889,25,22,22,22,119,,,,TRUE,57889,,Chittagong
0101000020E61000007DA955AA7AAF5640CD9ECBD424223740,,Asia,Bangladesh,,BGD,Faridganj Upazila Health Complex,Hospital,59289,25,22,22,22,119,,,,TRUE,59289,,Chittagong
0101000020E6100000299939A8BB6C56403647063217B83640,,Asia,Bangladesh,,BGD,FAKIRHAT,Health Center,59295,25,22,22,22,119,,,,TRUE,59295,,Khulna
0101000020E61000006EC38EB8FCB25640A07FAC1AB3203740,,Asia,Bangladesh,,BGD,FARIDGANJ,Hospital,57343,25,22,22,22,119,,,,TRUE,57343,,Chittagong
0101000020E6100000DB078CC65D4956405C9089B1CCD83740,,Asia,Bangladesh,,BGD,KUSHTIA Sadar,Hospital,59631,25,22,22,22,119,,,,TRUE,59631,,Khulna
0101000020E6100000FD17192EBC145640E950A80249793840,,Asia,Bangladesh,,BGD,Godagari Upazila Health Complex,Hospital,45022,25,22,22,22,119,,,,TRUE,45022,,Rajshahi
0101000020E61000003A03B568C85B56409C87B7F9898D3840,,Asia,Bangladesh,,BGD,SHERPUR,Health Center,59848,25,22,22,22,119,,,,TRUE,59848,,Rajshahi
0101000020E6100000A04EA2571CC456401F7427F1CA4E3740,,Asia,Bangladesh,,BGD,BARURA,Health Center,57597,25,22,22,22,119,,,,TRUE,57597,,Chittagong
0101000020E610000058D3119F6CF05640AAD9D5941C633840,,Asia,Bangladesh,,BGD,SRIMONGA,Health Center,60680,25,22,22,22,119,,,,TRUE,60680,,Sylhet
0101000020E6100000EFC0A53A34F356408D823FA9137C3840,,Asia,Bangladesh,,BGD,Moulvibazar Sadar,Hospital,60641,25,22,22,22,119,,,,TRUE,60641,,Sylhet
0101000020E6100000B3F15BC624F156408A99B4E0B67B3840,,Asia,Bangladesh,,BGD,Moulvibazar Sadar,Hospital,60643,25,22,22,22,119,,,,TRUE,60643,,Sylhet
0101000020E6100000869861B104F35640E1D41721537C3840,,Asia,Bangladesh,,BGD,Moulvibazar Sadar,Health Center,60646,25,22,22,22,119,,,,TRUE,60646,,Sylhet
0101000020E610000011BFF79A66F15640EA167C4DDB843840,,Asia,Bangladesh,,BGD,Moulvibazar Sadar,Health Center,60648,25,22,22,22,119,,,,TRUE,60648,,Sylhet
0101000020E6100000C4F0C7A30AF156402C8EDB792C7B3840,,Asia,Bangladesh,,BGD,Moulvibazar General Hospital,Hospital,60719,25,22,22,22,119,,,,TRUE,60719,,Sylhet
0101000020E6100000C0D7DB9206F856403FE2CF1824F83840,,Asia,Bangladesh,,BGD,Sylhet Sadar,Health Center,60858,25,22,22,22,119,,,,TRUE,60858,,Sylhet
0101000020E61000005ADC9090929256405421E527D58C3740,,Asia,Bangladesh,,BGD,Sreenagar Upazila Health Complex,Hospital,56716,25,22,22,22,119,,,,TRUE,56716,,Dhaka
0101000020E61000001E76F58B8C915640CA2A1FACA97C3740,,Asia,Bangladesh,,BGD,LOHAJANG,Health Center,58553,25,22,22,22,119,,,,TRUE,58553,,Dhaka
0101000020E61000007DCC9A7F6A9456406743718A518D3740,,Asia,Bangladesh,,BGD,Srinagar,Health Center,58590,25,22,22,22,119,,,,TRUE,58590,,Dhaka
0101000020E61000007290508DCC8F5640DB72897788853740,,Asia,Bangladesh,,BGD,Srinagar,Health Center,58594,25,22,22,22,119,,,,TRUE,58594,,Dhaka
0101000020E61000005DB71B3075925640F42536580A883740,,Asia,Bangladesh,,BGD,Srinagar,Health Center,58596,25,22,22,22,119,,,,TRUE,58596,,Dhaka
0101000020E6100000952D7A10A7925640DF50BBCE138D3740,,Asia,Bangladesh,,BGD,Srinagar,Hospital,58605,25,22,22,22,119,,,,TRUE,58605,,Dhaka
0101000020E61000004B8CBC748B3656401A26D470C8E63840,,Asia,Bangladesh,,BGD,Mahadebpur,Hospital,59921,25,22,22,22,119,,,,TRUE,59921,,Rajshahi
0101000020E61000004DB8B99345455640C2582D434C633840,,Asia,Bangladesh,,BGD,Natore Sadar,Health Center,59974,25,22,22,22,119,,,,TRUE,59974,,Rajshahi
0101000020E61000009A336E0D2F425640BEAAE5DB135D3840,,Asia,Bangladesh,,BGD,Natore Sadar,Health Center,59978,25,22,22,22,119,,,,TRUE,59978,,Rajshahi
0101000020E61000002BB0C7AA6CB356401D9121313F103840,,Asia,Bangladesh,,BGD,SHIBPUR,Health Center,58883,25,22,22,22,119,,,,TRUE,58883,,Dhaka
0101000020E61000008D9C3B562EB35640FF46908978033840,,Asia,Bangladesh,,BGD,SHIBPUR,Health Center,58881,25,22,22,22,119,,,,TRUE,58881,,Dhaka
0101000020E6100000B0D5E5576A94564077D6160BCC903740,,Asia,Bangladesh,,BGD,Srinagar,Health Center,58592,25,22,22,22,119,,,,TRUE,58592,,Dhaka
0101000020E6100000968DEE880E9656407AF3D09AF18C3740,,Asia,Bangladesh,,BGD,SERAJDIK,Health Center,58579,25,22,22,22,119,,,,TRUE,58579,,Dhaka
0101000020E610000097EEC3B20C4B56408C53AF00C8703740,,Asia,Bangladesh,,BGD,jhenaidah Sadar,Health Center,59531,25,22,22,22,119,,,,TRUE,59531,,Khulna
0101000020E6100000081F54C7B0695640F61597CB4D793840,,Asia,Bangladesh,,BGD,Sirajganj Sadar,Health Center,60088,25,22,22,22,119,,,,TRUE,60088,,Rajshahi
0101000020E6100000A3B402F08D2B56404283787F0FAF3840,,Asia,Bangladesh,,BGD,MANDA,Health Center,59924,25,22,22,22,119,,,,TRUE,59924,,Rajshahi
0101000020E610000049D2A4C0892A5640A740ADB2DBA73840,,Asia,Bangladesh,,BGD,MANDA,Health Center,59925,25,22,22,22,119,,,,TRUE,59925,,Rajshahi
0101000020E61000009FCAC3CD589356406FF5811FECE33640,,Asia,Bangladesh,,BGD,Babuganj,Health Center,56800,25,22,22,22,119,,,,TRUE,56800,,Barisal
0101000020E610000058329753B95A56409A50A4257DBC3740,,Asia,Bangladesh,,BGD,PANGSHA,Health Center,58964,25,22,22,22,119,,,,TRUE,58964,,Dhaka
0101000020E6100000F723CD77F7E35640733FEBB2FBF23840,,Asia,Bangladesh,,BGD,chhatak,Health Center,60694,25,22,22,22,119,,,,TRUE,60694,,Sylhet
0101000020E61000007F5ED0E1C0A756400699E9DCE6E13740,,Asia,Bangladesh,,BGD,NARSHINGDI Sadar,Health Center,58853,25,22,22,22,119,,,,TRUE,58853,,Dhaka
0101000020E610000053EA48E4F10457402A6F586485AE3540,,Asia,Bangladesh,,BGD,Christian Memorial Hospital,Hospital,53268,25,22,22,22,119,,,,TRUE,53268,,Chittagong
0101000020E6100000B16AA70EEF40564039A249AB65103740,,Asia,Bangladesh,,BGD,JHIKARGACHA,Health Center,59466,25,22,22,22,119,,,,TRUE,59466,,Khulna
0101000020E61000007E0011391B3F5640F0582AF9790D3740,,Asia,Bangladesh,,BGD,SARSHA,Hospital,59513,25,22,22,22,119,,,,TRUE,59513,,Khulna
0101000020E61000001828653FBCEE5640E9AE3AB5A7893840,,Asia,Bangladesh,,BGD,Moulvibazar Sadar,Health Center,60650,25,22,22,22,119,,,,TRUE,60650,,Sylhet
0101000020E61000003FCC810BF70357401049D0B343113640,,Asia,Bangladesh,,BGD,SATKANIA,Hospital,57557,25,22,22,22,119,,,,TRUE,57557,,Chittagong
0101000020E610000084B10DEC2306574043539FE346143640,,Asia,Bangladesh,,BGD,SATKANIA,Health Center,57559,25,22,22,22,119,,,,TRUE,57559,,Chittagong
0101000020E6100000C2E33B75EE045740DD1E4092FC1B3640,,Asia,Bangladesh,,BGD,SATKANIA,Health Center,57563,25,22,22,22,119,,,,TRUE,57563,,Chittagong
0101000020E6100000A4DA25C9B10357402C81AAE47E143640,,Asia,Bangladesh,,BGD,SATKANIA,Hospital,57565,25,22,22,22,119,,,,TRUE,57565,,Chittagong
0101000020E61000007C7D9C09D50A57404E99188167A83640,,Asia,Bangladesh,,BGD,Rangamati Govt: Hospital,Hospital,56643,25,22,22,22,119,,,,TRUE,56643,,Chittagong
0101000020E61000000C12D181F9065740E1DB92C4CA9C3640,,Asia,Bangladesh,,BGD,KAUKHALI,Health Center,57954,25,22,22,22,119,,,,TRUE,57954,,Chittagong
0101000020E610000064944F251A0B5740ADC851ED49A73640,,Asia,Bangladesh,,BGD,Rangamati Sadar,Hospital,57986,25,22,22,22,119,,,,TRUE,57986,,Chittagong
0101000020E6100000FC479FB5290C574053FBD512D4A43640,,Asia,Bangladesh,,BGD,Rangamati Sadar,Hospital,57988,25,22,22,22,119,,,,TRUE,57988,,Chittagong
0101000020E61000003DBF46C8C70B5740BDA841BEF1A53640,,Asia,Bangladesh,,BGD,Rangamati Sadar,Health Center,57990,25,22,22,22,119,,,,TRUE,57990,,Chittagong
0101000020E6100000D5CF331D850A57406A8BB5C55CA93640,,Asia,Bangladesh,,BGD,Rangamati Sadar,Health Center,57992,25,22,22,22,119,,,,TRUE,57992,,Chittagong
0101000020E61000000F91E061B30857406B5F0A3607AA3640,,Asia,Bangladesh,,BGD,Rangamati Sadar,Health Center,57994,25,22,22,22,119,,,,TRUE,57994,,Chittagong
0101000020E6100000E389AA8C55035740D93C6ED2B4943640,,Asia,Bangladesh,,BGD,RANGUNIA,Health Center,57531,25,22,22,22,119,,,,TRUE,57531,,Chittagong
0101000020E6100000527EADA6465A5640AB7F7CAE5BCF3640,,Asia,Bangladesh,,BGD,Dumuria Upazila Health Complex,Hospital,56385,25,22,22,22,119,,,,TRUE,56385,,Khulna
0101000020E61000008A2D7E88315A564079C7C98B8BCE3640,,Asia,Bangladesh,,BGD,Dumuria,Hospital,59593,25,22,22,22,119,,,,TRUE,59593,,Khulna
0101000020E61000005E66EA94573D56403C8E64508DD43940,,Asia,Bangladesh,,BGD,SAIDPUR,Health Center,60339,25,22,22,22,119,,,,TRUE,60339,,Rajshahi
0101000020E610000053948153F6415640E402E4CF69CF3940,,Asia,Bangladesh,,BGD,Taraganj,Hospital,60468,25,22,22,22,119,,,,TRUE,60468,,Rajshahi
0101000020E61000002B82418C9D3D564001D1257576C33940,,Asia,Bangladesh,,BGD,Taraganj,Health Center,60470,25,22,22,22,119,,,,TRUE,60470,,Rajshahi
0101000020E6100000EE5D6AF1534556406CA193066BC73940,,Asia,Bangladesh,,BGD,Taraganj,Health Center,60474,25,22,22,22,119,,,,TRUE,60474,,Rajshahi
0101000020E61000007E8969FE4A4456404E327AC04AD03940,,Asia,Bangladesh,,BGD,Taraganj,Health Center,60476,25,22,22,22,119,,,,TRUE,60476,,Rajshahi
0101000020E61000005CD83FF449695640AB233031F1CE3940,,Asia,Bangladesh,,BGD,Kurigram General Hospital,Hospital,56185,25,22,22,22,119,,,,TRUE,56185,,Rajshahi
0101000020E6100000447EB383006856405B8731E9EFA73940,,Asia,Bangladesh,,BGD,Ulipur Upazila Health Complex,Hospital,56752,25,22,22,22,119,,,,TRUE,56752,,Rajshahi
0101000020E610000042CCC2FDBE6956409DAEC33C34C53940,,Asia,Bangladesh,,BGD,Kurigram Sadar,Health Center,60225,25,22,22,22,119,,,,TRUE,60225,,Rajshahi
0101000020E61000009C25E562AB6756407E5F7744E1C83940,,Asia,Bangladesh,,BGD,Kurigram Sadar,Health Center,60226,25,22,22,22,119,,,,TRUE,60226,,Rajshahi
0101000020E6100000F1A02B8F25685640F36E5A633ED73940,,Asia,Bangladesh,,BGD,Kurigram Sadar,Health Center,60228,25,22,22,22,119,,,,TRUE,60228,,Rajshahi
0101000020E610000025F7E550BE675640B3331317789E3940,,Asia,Bangladesh,,BGD,Ulipur,Health Center,60241,25,22,22,22,119,,,,TRUE,60241,,Rajshahi
0101000020E6100000463DE8C3B868564016E4D86D04B13940,,Asia,Bangladesh,,BGD,Ulipur,Health Center,60243,25,22,22,22,119,,,,TRUE,60243,,Rajshahi
0101000020E610000042C6F9F9C46A564045FDBB6400B93940,,Asia,Bangladesh,,BGD,Ulipur,Health Center,60245,25,22,22,22,119,,,,TRUE,60245,,Rajshahi
0101000020E6100000017842EBCD9256404085C991D2943640,,Asia,Bangladesh,,BGD,Nalchity,Health Center,56970,25,22,22,22,119,,,,TRUE,56970,,Barisal
0101000020E61000005D1CB9369594564083319B1C3A983640,,Asia,Bangladesh,,BGD,Nalchity,Health Center,56972,25,22,22,22,119,,,,TRUE,56972,,Barisal
0101000020E6100000A9C0D809BF975640926E2D0FC99A3640,,Asia,Bangladesh,,BGD,Nalchity,Health Center,56974,25,22,22,22,119,,,,TRUE,56974,,Barisal
0101000020E6100000CB43E08BA9755640E9ACEF24B4AA3740,,Asia,Bangladesh,,BGD,Sadar,Health Center,58093,25,22,22,22,119,,,,TRUE,58093,,Dhaka
0101000020E6100000FECA9420EDB8564076AAAF5351573740,,Asia,Bangladesh,,BGD,Kachua Upazila Health Complex,Hospital,56465,25,22,22,22,119,,,,TRUE,56465,,Chittagong
0101000020E6100000B319B84D02B95640107BB2AC45573740,,Asia,Bangladesh,,BGD,Kachua Upazila Health Complex,Hospital,56466,25,22,22,22,119,,,,TRUE,56466,,Chittagong
0101000020E6100000ACC315D9C1B85640C1287A9257563740,,Asia,Bangladesh,,BGD,KACHUA,Hospital,57373,25,22,22,22,119,,,,TRUE,57373,,Chittagong
0101000020E61000001E29754F998F56404B08A076EBB83640,,Asia,Bangladesh,,BGD,Jhalokathi Sadar,Health Center,56941,25,22,22,22,119,,,,TRUE,56941,,Barisal
0101000020E6100000830F5AD99E8D56408D0E9F9C08BB3640,,Asia,Bangladesh,,BGD,Jhalokathi Sadar,Health Center,56943,25,22,22,22,119,,,,TRUE,56943,,Barisal
0101000020E610000028A727CBB08C5640DB93911DCABE3640,,Asia,Bangladesh,,BGD,Jhalokathi Sadar,Health Center,56945,25,22,22,22,119,,,,TRUE,56945,,Barisal
0101000020E6100000C98A04B3E5655640A90160345AD83940,,Asia,Bangladesh,,BGD,Kurigram Sadar,Health Center,60227,25,22,22,22,119,,,,TRUE,60227,,Rajshahi
0101000020E6100000AFB0D3DA7760564002C908E135D83940,,Asia,Bangladesh,,BGD,Lalmonirhat Sadar,Health Center,60255,25,22,22,22,119,,,,TRUE,60255,,Rajshahi
0101000020E61000001803645E6F5556400FFBA8C0AC573740,,Asia,Bangladesh,,BGD,SALIKHA,Health Center,59670,25,22,22,22,119,,,,TRUE,59670,,Khulna
0101000020E61000003CA10FEB9DC6564089E9703ED5E63640,,Asia,Bangladesh,,BGD,Begumganj,Health Center,57899,25,22,22,22,119,,,,TRUE,57899,,Chittagong
0101000020E610000029D01E791A2456400AD9C20135713A40,,Asia,Bangladesh,,BGD,Panchagarh Sadar,Health Center,60358,25,22,22,22,119,,,,TRUE,60358,,Rajshahi
0101000020E610000092EE450E742256407E5D4875196E3A40,,Asia,Bangladesh,,BGD,Panchagarh Sadar,Health Center,60360,25,22,22,22,119,,,,TRUE,60360,,Rajshahi
0101000020E610000040B31B084219564063B8D35A8E963A40,,Asia,Bangladesh,,BGD,Tetulia,Health Center,60372,25,22,22,22,119,,,,TRUE,60372,,Rajshahi
0101000020E610000031B31F3F9D185640285D159AC5903A40,,Asia,Bangladesh,,BGD,Tetulia,Health Center,60374,25,22,22,22,119,,,,TRUE,60374,,Rajshahi
0101000020E61000009B397567DA185640DE48FD69E07E3A40,,Asia,Bangladesh,,BGD,Tetulia,Health Center,60378,25,22,22,22,119,,,,TRUE,60378,,Rajshahi
0101000020E6100000F4744CF7C0205640F96420A72D743A40,,Asia,Bangladesh,,BGD,Tetulia,Health Center,60380,25,22,22,22,119,,,,TRUE,60380,,Rajshahi
0101000020E61000002FF9669B9B4F564091F4D5FAC7A53840,,Asia,Bangladesh,,BGD,Nandigram Upazila Health Complex,Hospital,56539,25,22,22,22,119,,,,TRUE,56539,,Rajshahi
0101000020E61000008047C9843A535640E9C3CBC97EA73840,,Asia,Bangladesh,,BGD,Nandigram,Health Center,59813,25,22,22,22,119,,,,TRUE,59813,,Rajshahi
0101000020E61000008992B6BDAE525640A66965E6C5403740,,Asia,Bangladesh,,BGD,BAGHERPARA,Health Center,59423,25,22,22,22,119,,,,TRUE,59423,,Khulna
0101000020E6100000B1B34357FD4A5640439DDBDF34E03840,,Asia,Bangladesh,,BGD,Dupchachia Upazila Health Complex,Hospital,56703,25,22,22,22,119,,,,TRUE,56703,,Rajshahi
0101000020E6100000255D0DE7F74A564004B47FEB39E03840,,Asia,Bangladesh,,BGD,Dhupchancia,Hospital,59792,25,22,22,22,119,,,,TRUE,59792,,Rajshahi
0101000020E6100000DBB6B772704D5640CC8451607BE43840,,Asia,Bangladesh,,BGD,Kahalu,Hospital,59805,25,22,22,22,119,,,,TRUE,59805,,Rajshahi
0101000020E6100000F2D9957B9C4C5640A866789DAADE3840,,Asia,Bangladesh,,BGD,Kahalu,Health Center,59810,25,22,22,22,119,,,,TRUE,59810,,Rajshahi
0101000020E61000003492A927182956402B81EF9128C73740,,Asia,Bangladesh,,BGD,Meherpur General Hospital,Hospital,56488,25,22,22,22,119,,,,TRUE,56488,,Khulna
0101000020E61000008FEC5E7B782856406C049948FDC33740,,Asia,Bangladesh,,BGD,Meherpur Sadar,Health Center,59692,25,22,22,22,119,,,,TRUE,59692,,Khulna
0101000020E610000080A9274FFB28564025B1B18EF2C63740,,Asia,Bangladesh,,BGD,Meherpur Sadar,Hospital,59696,25,22,22,22,119,,,,TRUE,59696,,Khulna
0101000020E61000009A802B56F5475640C126CEA0AE093940,,Asia,Bangladesh,,BGD,khetlal,Hospital,59891,25,22,22,22,119,,,,TRUE,59891,,Rajshahi
