the_geom,id,continent,country,city,iso_a3,name,h_type,cartodb_id,src_year,src_type,src_add,src_status,src_drawer,notes,h_special,h_vaccine,within_5km,optid,fib_dist,adm1_name
0101000020E610000018BCAFCA85FE5640C5DC5ACB09713540,,Asia,Bangladesh,,BGD,Jela Sadar Hospital,Hospital,56452,25,22,22,22,119,,,,TRUE,56452,,Chittagong
0101000020E6100000DFC03F0084FE5640FE80CEA44D713540,,Asia,Bangladesh,,BGD,National Hospital,Hospital,56552,25,22,22,22,119,,,,TRUE,56552,,Chittagong
0101000020E6100000BAF8ECCA78FE56400BBEE60B10713540,,Asia,Bangladesh,,BGD,Seaside Hospital,Hospital,56674,25,22,22,22,119,,,,TRUE,56674,,Chittagong
0101000020E61000003FCF0B1C75FE564057E8A5BD1C713540,,Asia,Bangladesh,,BGD,Fuad Al Khatib Hospital,Hospital,60897,25,22,22,22,119,,,,TRUE,60897,,Chittagong
0101000020E61000006D9097672AEF564049FE94C58EC13640,,Asia,Bangladesh,,BGD,Fatikchari,Hospital,57487,25,22,22,22,119,,,,TRUE,57487,,Chittagong
0101000020E610000077D3CF2597F15640C6C2E77B2DAF3640,,Asia,Bangladesh,,BGD,Fatikchari,Health Center,45048,25,22,22,22,119,,,,TRUE,45048,,Chittagong
0101000020E61000002F1EBD9BB3EF56401D96902BF1B53640,,Asia,Bangladesh,,BGD,Fatikchari,Health Center,45054,25,22,22,22,119,,,,TRUE,45054,,Chittagong
0101000020E6100000FA04F66157F15640BC133FEC27B53640,,Asia,Bangladesh,,BGD,Fatikchari,Health Center,57495,25,22,22,22,119,,,,TRUE,57495,,Chittagong
0101000020E6100000BCA17945F056564083F7821B89E43840,,Asia,Bangladesh,,BGD,Bogra Sadar,Health Center,59775,25,22,22,22,119,,,,TRUE,59775,,Rajshahi
0101000020E6100000CFACFAFC5D6B564020B74B964F663840,,Asia,Bangladesh,,BGD,Kamarkhanda,Health Center,60057,25,22,22,22,119,,,,TRUE,60057,,Rajshahi
0101000020E61000007E60E6D7490557402A74598A657D3640,,Asia,Bangladesh,,BGD,RANGUNIA,Health Center,57533,25,22,22,22,119,,,,TRUE,57533,,Chittagong
0101000020E61000001810ED8108035740B3BF152E60763640,,Asia,Bangladesh,,BGD,RANGUNIA,Hospital,57527,25,22,22,22,119,,,,TRUE,57527,,Chittagong
0101000020E61000005BC8B6C28002574059575FEFC1713640,,Asia,Bangladesh,,BGD,RANGUNIA,Health Center,57529,25,22,22,22,119,,,,TRUE,57529,,Chittagong
0101000020E6100000D3F7C790B78F56405C722A61B79C3840,,Asia,Bangladesh,,BGD,Fulbaria,Health Center,58623,25,22,22,22,119,,,,TRUE,58623,,Mymensignh
0101000020E61000005B99604F758B56402F8C31AF54103840,,Asia,Bangladesh,,BGD,KALIAKOI,Health Center,58123,25,22,22,22,119,,,,TRUE,58123,,Dhaka
0101000020E6100000AB1DA5D4668D5640DBB3F7189C113840,,Asia,Bangladesh,,BGD,KALIAKOI,Hospital,58130,25,22,22,22,119,,,,TRUE,58130,,Dhaka
0101000020E6100000CD6E6096B72C5640FA761FCDF9563840,,Asia,Bangladesh,,BGD,Charghat,Health Center,60027,25,22,22,22,119,,,,TRUE,60027,,Rajshahi
0101000020E6100000395DFD34E0E65640C9E066BD10973840,,Asia,Bangladesh,,BGD,Nabiganj,Health Center,60602,25,22,22,22,119,,,,TRUE,60602,,Sylhet
0101000020E61000008711386B4AE456407DED5C4BAE8A3840,,Asia,Bangladesh,,BGD,Nabiganj,Health Center,60606,25,22,22,22,119,,,,TRUE,60606,,Sylhet
0101000020E61000006C1339D34CD75640D1AE50AB2F213840,,Asia,Bangladesh,,BGD,madhabpur,Health Center,60594,25,22,22,22,119,,,,TRUE,60594,,Sylhet
0101000020E610000017FC7B81609A56404BE96C5BBA7B3840,,Asia,Bangladesh,,BGD,TRISAL,Health Center,58768,25,22,22,22,119,,,,TRUE,58768,,Mymensignh
0101000020E6100000F31F223D38F656405CC710F714393640,,Asia,Bangladesh,,BGD,ANWARA,Health Center,57435,25,22,22,22,119,,,,TRUE,57435,,Chittagong
0101000020E6100000663BB8A320F956402D35A1CDCF383640,,Asia,Bangladesh,,BGD,ANWARA,Hospital,57439,25,22,22,22,119,,,,TRUE,57439,,Chittagong
0101000020E610000047C2815539F95640DD163273CE483640,,Asia,Bangladesh,,BGD,PATIYA,Hospital,57513,25,22,22,22,119,,,,TRUE,57513,,Chittagong
0101000020E6100000BFC1830B1EC756402F24EEB1F4F93740,,Asia,Bangladesh,,BGD,Brahmanbaria General Hospital,Hospital,45087,25,22,22,22,119,,,,TRUE,45087,,Chittagong
0101000020E6100000CB5852F94AC756408412ACDDB6FA3740,,Asia,Bangladesh,,BGD,B.BARIA Sadar,Hospital,57249,25,22,22,22,119,,,,TRUE,57249,,Chittagong
0101000020E610000013EB1996ACA156405DA255F1DBCC3740,,Asia,Bangladesh,,BGD,RUPGANJ,Hospital,58821,25,22,22,22,119,,,,TRUE,58821,,Dhaka
0101000020E61000009492E5D6227F56400B3BD57528893640,,Asia,Bangladesh,,BGD,Perojpur Sadar,Health Center,57148,25,22,22,22,119,,,,TRUE,57148,,Barisal
0101000020E6100000E9310471A9805640F3E4B6F4918E3640,,Asia,Bangladesh,,BGD,Perojpur Sadar,Health Center,57150,25,22,22,22,119,,,,TRUE,57150,,Barisal
0101000020E6100000DF761FC380A0564027AE4C535FA03740,,Asia,Bangladesh,,BGD,Narayanganj General Hospital,Hospital,56545,25,22,22,22,119,,,,TRUE,56545,,Dhaka
0101000020E61000005D6B07CA56A1564097B6E0F4A29D3740,,Asia,Bangladesh,,BGD,BANDAR,Hospital,58790,25,22,22,22,119,,,,TRUE,58790,,Dhaka
0101000020E610000083E32D4573A056409939BA5B35A03740,,Asia,Bangladesh,,BGD,Narayanganj,Hospital,58808,25,22,22,22,119,,,,TRUE,58808,,Dhaka
0101000020E610000083A369C88DF45640BC9802A960773640,,Asia,Bangladesh,,BGD,HATHAZARI,Health Center,46671,25,22,22,22,119,,,,TRUE,46671,,Chittagong
0101000020E6100000AC5E348632F656408C97E34CA37E3640,,Asia,Bangladesh,,BGD,HATHAZARI,Health Center,57309,25,22,22,22,119,,,,TRUE,57309,,Chittagong
0101000020E61000004E6E36B19BA156404685B18520A13740,,Asia,Bangladesh,,BGD,Bandar Upazila Health Complex,Hospital,56333,25,22,22,22,119,,,,TRUE,56333,,Dhaka
0101000020E61000001465E87E718B5640000146BF5F9A3840,,Asia,Bangladesh,,BGD,Fulbaria,Health Center,58617,25,22,22,22,119,,,,TRUE,58617,,Mymensignh
0101000020E61000004E3315D1738B56405D856EFFC68D3840,,Asia,Bangladesh,,BGD,Fulbaria,Health Center,58621,25,22,22,22,119,,,,TRUE,58621,,Mymensignh
0101000020E6100000A7B793A100A35640F8CC1514FFA03740,,Asia,Bangladesh,,BGD,BANDAR,Health Center,58794,25,22,22,22,119,,,,TRUE,58794,,Dhaka
0101000020E61000003F92B4FE6AA05640F5C836ECF2A33740,,Asia,Bangladesh,,BGD,Narayanganj,Health Center,58802,25,22,22,22,119,,,,TRUE,58802,,Dhaka
0101000020E61000002F7839BA4AF75640519210E2B96E3640,,Asia,Bangladesh,,BGD,HATHAZARI,Health Center,48646,25,22,22,22,119,,,,TRUE,48646,,Chittagong
0101000020E610000062E2A0CE26FA564093F7938CF7703640,,Asia,Bangladesh,,BGD,"Appolo Diagnostic Center , OS",Hospital,56265,25,22,22,22,119,,,,TRUE,56265,,Chittagong
0101000020E610000020AB989B27FA56408574F51906713640,,Asia,Bangladesh,,BGD,Cosmic diagnostic Center,Hospital,56370,25,22,22,22,119,,,,TRUE,56370,,Chittagong
0101000020E610000026AA6D791BFA56400EB9E00CFE703640,,Asia,Bangladesh,,BGD,"Pioneer hospital And diagnostic center Ltd. , OS",Hospital,56616,25,22,22,22,119,,,,TRUE,56616,,Chittagong
0101000020E6100000FD2AC0771BFA564072C608F2FD703640,,Asia,Bangladesh,,BGD,Pioneer hospital and diagnostic center Ltd.,Hospital,56617,25,22,22,22,119,,,,TRUE,56617,,Chittagong
0101000020E6100000B2B97BCA7BF75640C7188B4BFA6A3640,,Asia,Bangladesh,,BGD,The fair lab,Hospital,56741,25,22,22,22,119,,,,TRUE,56741,,Chittagong
0101000020E61000001CFB09AA124F56404690A56A16C33940,,Asia,Bangladesh,,BGD,Lab Aid Diagnostic,Medical Clinic,44983,25,22,22,22,119,,,,TRUE,44983,,Rajshahi
0101000020E610000063F25203094F56407C5182FE42C33940,,Asia,Bangladesh,,BGD,Brothers Lab,Medical Clinic,46376,25,22,22,22,119,,,,TRUE,46376,,Rajshahi
0101000020E61000008D96E56AE74E56407CB72F568AC33940,,Asia,Bangladesh,,BGD,Green Life Clinic,Medical Clinic,46750,25,22,22,22,119,,,,TRUE,46750,,Rajshahi
0101000020E610000078901BB2E64E5640B8022C4DA5C33940,,Asia,Bangladesh,,BGD,Central,Medical Clinic,47103,25,22,22,22,119,,,,TRUE,47103,,Rajshahi
0101000020E6100000E54CE2192D4F56408F9F6527CDC23940,,Asia,Bangladesh,,BGD,Health care Lab,Medical Clinic,48529,25,22,22,22,119,,,,TRUE,48529,,Rajshahi
0101000020E6100000A60F772B5F4F56408F33CAE9A1C23940,,Asia,Bangladesh,,BGD,City Dentel,Medical Clinic,53944,25,22,22,22,119,,,,TRUE,53944,,Rajshahi
0101000020E610000029707092FF4E564047FBF72A43C33940,,Asia,Bangladesh,,BGD,Classic Dignostic center,Medical Clinic,54127,25,22,22,22,119,,,,TRUE,54127,,Rajshahi
0101000020E61000008EB74FEEF64E56405BF4DC4257C33940,,Asia,Bangladesh,,BGD,Fare Diagnostic center,Medical Clinic,56195,25,22,22,22,119,,,,TRUE,56195,,Rajshahi
0101000020E6100000B70DF33CFD4E564065C7FC9243C33940,,Asia,Bangladesh,,BGD,Apollo Diagnosti center,Medical Clinic,56258,25,22,22,22,119,,,,TRUE,56258,,Rajshahi
0101000020E61000005C078DC8364F5640BC8B63C9C1C23940,,Asia,Bangladesh,,BGD,Advanced Diagnostic Center Clinic,Medical Clinic,56291,25,22,22,22,119,,,,TRUE,56291,,Rajshahi
0101000020E6100000E9F390DC004F5640FE92437A40C33940,,Asia,Bangladesh,,BGD,Alam X-Ray and Diagnostic Center,Medical Clinic,56310,25,22,22,22,119,,,,TRUE,56310,,Rajshahi
0101000020E61000002E3AA252D64E5640BFC672011EC33940,,Asia,Bangladesh,,BGD,Desh Clinic,Medical Clinic,56393,25,22,22,22,119,,,,TRUE,56393,,Rajshahi
0101000020E6100000BC0672AA0B4F56405E23EE563BC33940,,Asia,Bangladesh,,BGD,Dhaka Sergical,Medical Clinic,56398,25,22,22,22,119,,,,TRUE,56398,,Rajshahi
0101000020E6100000B4D3A6D4104F5640C212B46E28C33940,,Asia,Bangladesh,,BGD,Mohammadia Diagnostic center,Medical Clinic,56511,25,22,22,22,119,,,,TRUE,56511,,Rajshahi
0101000020E6100000F1F4F5A1384F56409A5AA5AABFC23940,,Asia,Bangladesh,,BGD,Petient Care Clinic,Medical Clinic,56612,25,22,22,22,119,,,,TRUE,56612,,Rajshahi
0101000020E6100000FBDE6221E94E564045342669A3C33940,,Asia,Bangladesh,,BGD,Rainbow Clinic,Medical Clinic,56634,25,22,22,22,119,,,,TRUE,56634,,Rajshahi
0101000020E61000007C04C2A6E14E5640479BBBA7BCC33940,,Asia,Bangladesh,,BGD,Rangpur City scan Diagnostic Center,Medical Clinic,56644,25,22,22,22,119,,,,TRUE,56644,,Rajshahi
0101000020E610000097855246064F5640CBCF7932A4C43940,,Asia,Bangladesh,,BGD,Rangpur Community Hospital,Hospital,56645,25,22,22,22,119,,,,TRUE,56645,,Rajshahi
0101000020E610000093E8583F504F564090686E2AF7C23940,,Asia,Bangladesh,,BGD,Rangpur Life Line Comunity Hospital,Medical Clinic,56646,25,22,22,22,119,,,,TRUE,56646,,Rajshahi
0101000020E6100000D36542DDD14E56407A1585025BC43940,,Asia,Bangladesh,,BGD,Rangpur Medial College Hospital,Hospital,56647,25,22,22,22,119,,,,TRUE,56647,,Rajshahi
0101000020E61000007D3A3D57E34E5640387579CE71C43940,,Asia,Bangladesh,,BGD,Rangpur Medical College Hospital,Hospital,56648,25,22,22,22,119,,,,TRUE,56648,,Rajshahi
0101000020E610000072A43D3A2B4F564015291197D2C23940,,Asia,Bangladesh,,BGD,Recent Diagonostic Complex,Hospital,56650,25,22,22,22,119,,,,TRUE,56650,,Rajshahi
0101000020E6100000AD07EF57054F56403A29EED34CC33940,,Asia,Bangladesh,,BGD,Royal Diagnostic Center,Medical Clinic,56657,25,22,22,22,119,,,,TRUE,56657,,Rajshahi
0101000020E6100000C51C0328024F564080C43D963EC33940,,Asia,Bangladesh,,BGD,Seba Drug House,Medical Clinic,56675,25,22,22,22,119,,,,TRUE,56675,,Rajshahi
0101000020E610000094C20D91F54E56409A91088D60C33940,,Asia,Bangladesh,,BGD,Seba pathology and vaccination center,Medical Clinic,56676,25,22,22,22,119,,,,TRUE,56676,,Rajshahi
0101000020E6100000CB3F44B4E74E564067E4A9FD8CC33940,,Asia,Bangladesh,,BGD,Sondhany Clinic,Medical Clinic,56711,25,22,22,22,119,,,,TRUE,56711,,Rajshahi
0101000020E61000003F00A94D1C505640A8CC94D6DFC03940,,Asia,Bangladesh,,BGD,Standard Dental Lab,Medical Clinic,56718,25,22,22,22,119,,,,TRUE,56718,,Rajshahi
0101000020E610000021A12DE7D24E564055A90C88B5C33940,,Asia,Bangladesh,,BGD,Star Clinic,Medical Clinic,56719,25,22,22,22,119,,,,TRUE,56719,,Rajshahi
0101000020E610000062AA9F32294F5640C540E8EAD8C23940,,Asia,Bangladesh,,BGD,Popular Medicine Corner,Hospital,61372,25,22,22,22,119,,,,TRUE,61372,,Rajshahi
0101000020E6100000C81A34AECAA256400EFB271A1DAD3740,,Asia,Bangladesh,,BGD,BANDAR,Health Center,58800,25,22,22,22,119,,,,TRUE,58800,,Dhaka
0101000020E610000066523E1A3DA356407DFA7854DBB33740,,Asia,Bangladesh,,BGD,BANDAR,Health Center,58798,25,22,22,22,119,,,,TRUE,58798,,Dhaka
0101000020E6100000496FDAE78C4A56404ABED9E6C68A3740,,Asia,Bangladesh,,BGD,Hasanuzzaman Clinic,Hospital,45005,25,22,22,22,119,,,,TRUE,45005,,Khulna
0101000020E610000064DB2F47854B5640B91D9727C6913740,,Asia,Bangladesh,,BGD,Hospital,Hospital,56421,25,22,22,22,119,,,,TRUE,56421,,Khulna
0101000020E6100000A66B370B454C5640D894E12EB18A3740,,Asia,Bangladesh,,BGD,Jhenaidah Eye Hospital,Hospital,56458,25,22,22,22,119,,,,TRUE,56458,,Khulna
0101000020E61000004D53701D084B564053636424D6873740,,Asia,Bangladesh,,BGD,Jhenaidah General Hospital,Hospital,56459,25,22,22,22,119,,,,TRUE,56459,,Khulna
0101000020E61000004B46F01A4F4C56407409A936938A3740,,Asia,Bangladesh,,BGD,Jhenaidah Shishu Hospital,Hospital,56460,25,22,22,22,119,,,,TRUE,56460,,Khulna
0101000020E6100000C6A5426E074D56402C91B3AE80813740,,Asia,Bangladesh,,BGD,jhenaidah Sadar,Health Center,59536,25,22,22,22,119,,,,TRUE,59536,,Khulna
0101000020E6100000E0E8F41A954956400EC958D05E833740,,Asia,Bangladesh,,BGD,jhenaidah Sadar,Health Center,59538,25,22,22,22,119,,,,TRUE,59538,,Khulna
0101000020E6100000679EBE4B2F4B5640F8E31949B8873740,,Asia,Bangladesh,,BGD,jhenaidah Sadar,Hospital,59546,25,22,22,22,119,,,,TRUE,59546,,Khulna
0101000020E6100000A3B5B3F9C92456401018682DBBD43840,,Asia,Bangladesh,,BGD,Niamatpur Upazila Health Complex,Hospital,56570,25,22,22,22,119,,,,TRUE,56570,,Rajshahi
0101000020E61000007B29DCEEA72456403021104B3ED43840,,Asia,Bangladesh,,BGD,Niamatpur,Hospital,59934,25,22,22,22,119,,,,TRUE,59934,,Rajshahi
0101000020E6100000156C8F83377B5640B1215A8693433840,,Asia,Bangladesh,,BGD,Tangail General Hospital,Hospital,56066,25,22,22,22,119,,,,TRUE,56066,,Dhaka
0101000020E61000008B29A270077B5640E88FF7AA95453840,,Asia,Bangladesh,,BGD,Shapla Clinic,Hospital,56687,25,22,22,22,119,,,,TRUE,56687,,Dhaka
0101000020E6100000FCE5C0FBAE7E5640E2F3461F88483840,,Asia,Bangladesh,,BGD,Basail,Health Center,59115,25,22,22,22,119,,,,TRUE,59115,,Dhaka
0101000020E6100000CBC4749D617B56404DED495EB4433840,,Asia,Bangladesh,,BGD,Tangail Sadar,Health Center,59240,25,22,22,22,119,,,,TRUE,59240,,Dhaka
0101000020E610000082D7FF47F27C56400CAF8BBBF1473840,,Asia,Bangladesh,,BGD,Tangail Sadar,Health Center,59242,25,22,22,22,119,,,,TRUE,59242,,Dhaka
0101000020E61000003B2F0298477B56409A08C080BA433840,,Asia,Bangladesh,,BGD,Tangail Sadar,Hospital,59262,25,22,22,22,119,,,,TRUE,59262,,Dhaka
0101000020E61000008708C53168FA56401CF9A6C14A4D3640,,Asia,Bangladesh,,BGD,PATIYA,Hospital,57515,25,22,22,22,119,,,,TRUE,57515,,Chittagong
0101000020E6100000A6CA9FB162FA5640F3EA9B64524D3640,,Asia,Bangladesh,,BGD,PATIYA,Hospital,57525,25,22,22,22,119,,,,TRUE,57525,,Chittagong
0101000020E6100000B6C87DA3E00857404BE2CBE7607A3640,,Asia,Bangladesh,,BGD,KAPTAI,Hospital,45778,25,22,22,22,119,,,,TRUE,45778,,Chittagong
0101000020E610000015D5D8EBC80857400979E7C974783640,,Asia,Bangladesh,,BGD,KAPTAI,Hospital,57945,25,22,22,22,119,,,,TRUE,57945,,Chittagong
0101000020E61000001421A9B8710D57403961E23AFB7D3640,,Asia,Bangladesh,,BGD,KAPTAI,Health Center,57948,25,22,22,22,119,,,,TRUE,57948,,Chittagong
0101000020E61000003A2F329C3E095740554C1DB3EC803640,,Asia,Bangladesh,,BGD,KAPTAI,Hospital,57950,25,22,22,22,119,,,,TRUE,57950,,Chittagong
0101000020E6100000910DE7BD97085740D3250A3AEF753640,,Asia,Bangladesh,,BGD,KAPTAI,Health Center,57952,25,22,22,22,119,,,,TRUE,57952,,Chittagong
0101000020E61000009A3B44ED48915640E5034C2A64A23640,,Asia,Bangladesh,,BGD,Nalchiti Upazila Health Complex,Hospital,56536,25,22,22,22,119,,,,TRUE,56536,,Barisal
0101000020E6100000D8EA724AC095564046146B0256AC3640,,Asia,Bangladesh,,BGD,__????? ????????,Hospital,56772,25,22,22,22,119,,,,TRUE,56772,,Barisal
0101000020E610000054DAD392B990564034C5158265B13640,,Asia,Bangladesh,,BGD,Jhalokathi Sadar,Health Center,56947,25,22,22,22,119,,,,TRUE,56947,,Barisal
0101000020E61000000F70000A1B8E56405B1AD10B969B3640,,Asia,Bangladesh,,BGD,Nalchity,Health Center,56976,25,22,22,22,119,,,,TRUE,56976,,Barisal
0101000020E6100000B1860E03049256409D34DD7C1DAD3640,,Asia,Bangladesh,,BGD,Nalchity,Health Center,56978,25,22,22,22,119,,,,TRUE,56978,,Barisal
0101000020E6100000693FFF320F9756400C4C4921D8B73840,,Asia,Bangladesh,,BGD,Mymensing Sadar,Health Center,58719,25,22,22,22,119,,,,TRUE,58719,,Mymensignh
0101000020E61000001D6A1ED9729656407B87D5172BFE3740,,Asia,Bangladesh,,BGD,GAZIPU Sadar,Health Center,58117,25,22,22,22,119,,,,TRUE,58117,,Dhaka
0101000020E6100000BDB731B28F94564072C5B1107AFB3740,,Asia,Bangladesh,,BGD,GAZIPU Sadar,Health Center,58119,25,22,22,22,119,,,,TRUE,58119,,Dhaka
0101000020E610000087BA052B7F945640671FDBBA27FF3740,,Asia,Bangladesh,,BGD,GAZIPU Sadar,Health Center,58121,25,22,22,22,119,,,,TRUE,58121,,Dhaka
0101000020E61000007F6CD2A5096D5640059C4839D55D3840,,Asia,Bangladesh,,BGD,BELKUCHI,Health Center,60049,25,22,22,22,119,,,,TRUE,60049,,Rajshahi
0101000020E6100000DB15828573FA5640031508D6DE593640,,Asia,Bangladesh,,BGD,BOALKHALI,Health Center,57455,25,22,22,22,119,,,,TRUE,57455,,Chittagong
0101000020E61000002A5BEA6B4FFC5640456C45D9F5583640,,Asia,Bangladesh,,BGD,BOALKHALI,Health Center,57457,25,22,22,22,119,,,,TRUE,57457,,Chittagong
0101000020E6100000AC417FD524FC56401B4A347AA64F3640,,Asia,Bangladesh,,BGD,PATIYA,Hospital,57523,25,22,22,22,119,,,,TRUE,57523,,Chittagong
0101000020E6100000427E0C06F1A956402F239302E4823740,,Asia,Bangladesh,,BGD,GOZARIA,Health Center,58545,25,22,22,22,119,,,,TRUE,58545,,Dhaka
0101000020E6100000EA166651CEAA5640AABB6816958D3740,,Asia,Bangladesh,,BGD,GOZARIA,Health Center,58547,25,22,22,22,119,,,,TRUE,58547,,Dhaka
0101000020E6100000DABA9BA7BADA56402627EB81A05F3840,,Asia,Bangladesh,,BGD,Habiganj General Hospital,Hospital,45072,25,22,22,22,119,,,,TRUE,45072,,Sylhet
0101000020E6100000927519D78FDA564012AF67B87D603840,,Asia,Bangladesh,,BGD,habiganj Sadar,Hospital,60579,25,22,22,22,119,,,,TRUE,60579,,Sylhet
0101000020E6100000232A0AAAFC005740FCBB60CB866C3540,,Asia,Bangladesh,,BGD,Cox's Bazar Medical College Hospital,Hospital,56371,25,22,22,22,119,,,,TRUE,56371,,Chittagong
0101000020E61000008C05854119C65640F8052747A6003740,,Asia,Bangladesh,,BGD,Begumganj Upazila Health Complex,Hospital,56356,25,22,22,22,119,,,,TRUE,56356,,Chittagong
0101000020E610000090E92BA36C9856402EB5EF9B0C683840,,Asia,Bangladesh,,BGD,Bhaluka Upazillz Health Complex,Hospital,56362,25,22,22,22,119,,,,TRUE,56362,,Mymensignh
0101000020E610000059E2615A7C9856405C6F096D1D683840,,Asia,Bangladesh,,BGD,Bhaluka,Hospital,58615,25,22,22,22,119,,,,TRUE,58615,,Mymensignh
0101000020E6100000E1B5BBEC05FA564059A71AD8C45E3640,,Asia,Bangladesh,,BGD,BOALKHALI,Health Center,57459,25,22,22,22,119,,,,TRUE,57459,,Chittagong
0101000020E6100000EEEEBE5520FB5640789AD62B755E3640,,Asia,Bangladesh,,BGD,BOALKHALI,Hospital,57475,25,22,22,22,119,,,,TRUE,57475,,Chittagong
0101000020E61000003BA8A3B1C914574005ECC73A76CE3440,,Asia,Bangladesh,,BGD,Teknaf,Health Center,57783,25,22,22,22,119,,,,TRUE,57783,,Chittagong
0101000020E61000006499E6DBDBAE5640DE076F7BA1473740,,Asia,Bangladesh,,BGD,Matlab(Dakhin),Health Center,44999,25,22,22,22,119,,,,TRUE,44999,,Chittagong
0101000020E6100000BACF2C59DCAE564064E6503C26403740,,Asia,Bangladesh,,BGD,Chandpur Sadar,Health Center,57335,25,22,22,22,119,,,,TRUE,57335,,Chittagong
0101000020E6100000E1EE8D0ABBAC56409C4367C8E13C3740,,Asia,Bangladesh,,BGD,Chandpur Sadar,Health Center,57337,25,22,22,22,119,,,,TRUE,57337,,Chittagong
0101000020E6100000850F5D543AAB5640F84F1A5CC2413740,,Asia,Bangladesh,,BGD,Chandpur Sadar,Health Center,57339,25,22,22,22,119,,,,TRUE,57339,,Chittagong
0101000020E6100000694B4D7D964B56409AC650D1631F3740,,Asia,Bangladesh,,BGD,JESSORE Sadar,Health Center,59454,25,22,22,22,119,,,,TRUE,59454,,Khulna
0101000020E6100000D4CC5A0A48DA5640CBB650E8AB103940,,Asia,Bangladesh,,BGD,Sunamganj General Hospital,Hospital,56723,25,22,22,22,119,,,,TRUE,56723,,Sylhet
0101000020E6100000B9AFCA85CA045740C12C0F2D0DC33540,,Asia,Bangladesh,,BGD,Chakaria Upazila Health Complex,Hospital,47623,25,22,22,22,119,,,,TRUE,47623,,Chittagong
0101000020E61000008AA5E4BB1AFC5640E894C7F75F333640,,Asia,Bangladesh,,BGD,ANWARA,Health Center,57437,25,22,22,22,119,,,,TRUE,57437,,Chittagong
0101000020E6100000C6753C0906F75640C323E20B1A2B3640,,Asia,Bangladesh,,BGD,ANWARA,Health Center,57443,25,22,22,22,119,,,,TRUE,57443,,Chittagong
0101000020E61000006215F0D604FD5640680DC7D508FF3540,,Asia,Bangladesh,,BGD,BANSKHALI,Hospital,57445,25,22,22,22,119,,,,TRUE,57445,,Chittagong
0101000020E6100000DF49C1DC40FA56408983AA71B4093640,,Asia,Bangladesh,,BGD,BANSKHALI,Health Center,57447,25,22,22,22,119,,,,TRUE,57447,,Chittagong
0101000020E61000008FAE43E905F956407F9ADE557C173640,,Asia,Bangladesh,,BGD,BANSKHALI,Health Center,57449,25,22,22,22,119,,,,TRUE,57449,,Chittagong
0101000020E610000039A958D41BFB56407E4B21A570043640,,Asia,Bangladesh,,BGD,BANSKHALI,Health Center,57451,25,22,22,22,119,,,,TRUE,57451,,Chittagong
0101000020E610000094A6F42561FC564052A1848BC10B3640,,Asia,Bangladesh,,BGD,BANSKHALI,Health Center,57453,25,22,22,22,119,,,,TRUE,57453,,Chittagong
0101000020E61000005A1898E102055740726577CAF6C23540,,Asia,Bangladesh,,BGD,chakoria,Hospital,57757,25,22,22,22,119,,,,TRUE,57757,,Chittagong
0101000020E6100000A2F9FB596EFC56409B80B5A6ECDA3540,,Asia,Bangladesh,,BGD,Pekua,Health Center,57775,25,22,22,22,119,,,,TRUE,57775,,Chittagong
0101000020E6100000215447F2A10657400EBB023793723540,,Asia,Bangladesh,,BGD,Ramu,Health Center,57777,25,22,22,22,119,,,,TRUE,57777,,Chittagong
0101000020E61000004AD75DEA313F5640C14400265F653940,,Asia,Bangladesh,,BGD,Birampur Upazila Health Complex,Hospital,45021,25,22,22,22,119,,,,TRUE,45021,,Rajshahi
0101000020E6100000DC0FE445CB4056408A2B065960493940,,Asia,Bangladesh,,BGD,Hakimpur Upazila Health Complex,Hospital,47568,25,22,22,22,119,,,,TRUE,47568,,Rajshahi
0101000020E610000009044876183F5640D7DA49DD43653940,,Asia,Bangladesh,,BGD,Birampur,Hospital,60109,25,22,22,22,119,,,,TRUE,60109,,Rajshahi
0101000020E61000006678AFF74741564093E5FFE5EF593940,,Asia,Bangladesh,,BGD,Birampur,Health Center,60111,25,22,22,22,119,,,,TRUE,60111,,Rajshahi
0101000020E610000067304C55E7405640F0CD51C734693940,,Asia,Bangladesh,,BGD,Birampur,Health Center,60112,25,22,22,22,119,,,,TRUE,60112,,Rajshahi
0101000020E61000002A893DCECD3D5640FD60816C31653940,,Asia,Bangladesh,,BGD,Birampur,Health Center,60113,25,22,22,22,119,,,,TRUE,60113,,Rajshahi
0101000020E61000003290B2A51742564087EB77AD2B513940,,Asia,Bangladesh,,BGD,Hakimpur,Health Center,60138,25,22,22,22,119,,,,TRUE,60138,,Rajshahi
0101000020E6100000B04ABA840840564083F0EDB4DA553940,,Asia,Bangladesh,,BGD,Hakimpur,Health Center,60139,25,22,22,22,119,,,,TRUE,60139,,Rajshahi
0101000020E6100000806BDE61CA4056401FF3AB71C3483940,,Asia,Bangladesh,,BGD,Hakimpur,Hospital,60140,25,22,22,22,119,,,,TRUE,60140,,Rajshahi
0101000020E6100000A4DC5AF0EE3C5640D575F77B556A3940,,Asia,Bangladesh,,BGD,Phulbari,Health Center,60174,25,22,22,22,119,,,,TRUE,60174,,Rajshahi
0101000020E6100000DE5EC7346D295640ECE85784AC9E3940,,Asia,Bangladesh,,BGD,Dinajpur Diabetes O Swasthoseba Hospital,Hospital,56412,25,22,22,22,119,,,,TRUE,56412,,Rajshahi
