the_geom,cleanup,type,country,iso_a3,pop_max,pop_min,name,continent,date_add,cartodb_id,mapper,population,src_geo,src_pop,pop_src_yr,within_5km,region,adm1_name,fib_dist,pop_perc
0101000020E61000004AFA8C55144E4EC01C90DF36AE0736C0,2018-08-08,Provincial Capital,Paraguay,PRY,2500,2000,Mariscal Estigarribia,Latin America,2018-08-08,526,HIP-JM,2000,1,1,2014,true,x,Boquerón,0.94,0.030124478865343400
0101000020E6100000FD56AAF2DA4E4BC051CEF66C468439C0,2018-08-08,Provincial Capital,Paraguay,PRY,320872,320872,Ciudad del Este,Latin America,2018-08-08,6286,HIP-JM,320872,1,1,2014,true,x,Alto Paraná,0.48,4.8330508912402400
0101000020E6100000DAD5B33931634040A4AE101EB99122C0,2018-08-08,Populated place,Tanzania,TZA,36556,18530,Tunduma,Africa,2018-08-08,2470,HIP-JM,18530,1,1,2014,true,x,Mbeya,1.69,0.047017873008353500
0101000020E610000040698A2240C053C00A962D6FEE2D07C0,2018-08-08,Provincial Capital,Ecuador,ECU,286878,276964,Cuenca,Latin America,2018-08-08,6463,HIP-JM,276964,1,1,2014,true,x,Azuay,0.17,2.016449229510700
0101000020E61000005F6F641CEECC53C0CB8D6B6FECFC0FC0,2018-08-08,Provincial Capital,Ecuador,ECU,126368,117796,Loja,Latin America,2018-08-08,5833,HIP-JM,117796,1,1,2014,true,x,Loja,0.34,0.8576192336890100
0101000020E61000009F83E37DFC454240F75C0002BF2C2240,2018-08-08,Provincial Capital,Ethiopia,ETH,73018,73018,Nekemte,Africa,2018-08-08,3971,HIP-JM,73018,1,1,2014,true,x,Oromiya,0.08,0.10973989924543300
0101000020E6100000FB8241ED1CEB4140248CB0AFF9572240,2018-08-08,Populated place,Ethiopia,ETH,31809,13038,Gimbi,Africa,2018-08-08,3975,HIP-JM,13038,1,1,2014,true,x,Oromiya,0.26,0.019595015014954500
0101000020E61000008FE1A391A41045406273E71879A02240,2018-08-08,Provincial Capital,Ethiopia,ETH,174994,147306,Harar,Africa,2018-08-08,5937,HIP-JM,147306,1,1,2014,true,x,Harari People,0.91,0.22138850144139400
0101000020E61000001D5A4B00B74B4F405726E192E73E4140,2018-08-08,Populated place,Afghanistan,AFG,17484,11293,Karokh,Asia,2018-08-08,1740,HIP-JM,11293,1,1,2014,false,x,Hirat,19.17,0.045044437755830500
0101000020E6100000886F8BA671BD3440B95F714AD6D620C0,2018-08-08,Provincial Capital,Angola,AGO,31041,20115,Lucapa,Africa,2018-08-08,4484,HIP-JM,20115,1,1,2014,false,x,Lunda Norte,138.20,0.12234713815354900
0101000020E610000035707B40A8E24D40903B01872F774540,2018-08-08,Populated place,Uzbekistan,UZB,36917,31638,Chimboy,Asia,2018-08-08,2222,HIP-JM,31638,1,1,2014,false,x,Karakalpakstan,,0.12090801391065100
0101000020E61000009AD124EBCFB94D4030EE618ACD334540,2018-08-08,Populated place,Uzbekistan,UZB,60401,50000,Khujayli,Asia,2018-08-08,861,HIP-JM,50000,1,1,2014,false,x,Karakalpakstan,,0.1910803684029500
0101000020E6100000ABD6604CC0525140D3E1F09B25A84440,2018-08-08,National Capital,Uzbekistan,UZB,2184000,1978028,Tashkent,Asia,2018-08-08,7204,HIP-JM,1978028,1,1,2014,false,x,Tashkent,,7.5592463790270200
0101000020E61000009ACCDCCFEB514E408EEF9C77ADC74440,2018-08-08,Provincial Capital,Uzbekistan,UZB,150110,102843,Urgentch,Asia,2018-08-08,5450,HIP-JM,102843,1,1,2014,false,x,Khorezm,,0.39302556655329200
0101000020E610000040D711C9882D4E40A3DD2A8010B24440,2018-08-08,Populated place,Uzbekistan,UZB,149751,55567,Khiwa,Asia,2018-08-08,2221,HIP-JM,55567,1,1,2014,false,x,Khorezm,,0.21235525662093500
0101000020E610000040CEC9C5B75650405F6523C6210E4440,2018-08-08,Provincial Capital,Uzbekistan,UZB,214828,129725,Navoi,Asia,2018-08-08,2225,HIP-JM,129725,1,1,2014,false,x,Navoi,,0.49575801582145500
0101000020E610000072D2B139BD824D40D17FBD5F58E24540,2018-08-08,Populated place,Uzbekistan,UZB,13000,13000,Muynoq,Asia,2018-08-08,4910,HIP-JM,13000,1,1,2014,false,x,Karakalpakstan,,0.049680895784767100
0101000020E6100000E2EAB6FAE0EA5140FD0BDB8100804440,2018-08-08,Provincial Capital,Uzbekistan,UZB,750000,449200,Namangan,Asia,2018-08-08,4913,HIP-JM,449200,1,1,2014,false,x,Namangan,,1.7166660297321100
0101000020E61000001C35A28BB8CE4D40DCD43011293C4540,2018-08-08,Provincial Capital,Uzbekistan,UZB,230006,226416,Nukus,Asia,2018-08-08,6247,HIP-JM,226416,1,1,2014,false,x,Karakalpakstan,,0.86527305384644800
0101000020E61000001E533549851B504065A98272D7E34340,2018-08-08,Provincial Capital,Uzbekistan,UZB,319476,247644,Bukhara,Asia,2018-08-08,6246,HIP-JM,247644,1,1,2014,false,x,Bukhoro,,0.94639813505560400
0101000020E6100000C6A5BFD1ED225040F4525F334CDC4340,2018-08-08,Populated place,Uzbekistan,UZB,107566,62620,Kogon,Asia,2018-08-08,2220,HIP-JM,62620,1,1,2014,false,x,Bukhoro,,0.23930905338785500
0101000020E610000012F0AD409B3251409E41331D743F4440,2018-08-08,Provincial Capital,Uzbekistan,UZB,95520,53373,Guliston,Asia,2018-08-08,867,HIP-JM,53373,1,1,2014,false,x,Sirdaryo,,0.20397065005541300
0101000020E61000008C9BD99533734D4002F97E0F03894540,2018-08-08,Populated place,Uzbekistan,UZB,57758,57758,Qunghirot,Asia,2018-08-08,2223,HIP-JM,57758,1,1,2014,false,x,Karakalpakstan,,0.22072839836435200
0101000020E6100000C3E4CB13E1FA51C090A3201552052240,2018-08-08,Populated place,Venezuela,VEN,97288,56582,San Carlos del Zulia,Latin America,2018-08-08,1966,HIP-JM,56582,1,1,2014,false,x,Zulia,,0.2310569029995500
0101000020E6100000F7A30B5E322352C0941418780F242440,2018-08-08,Populated place,Venezuela,VEN,62968,26905,Machiques,Latin America,2018-08-08,1965,HIP-JM,26905,1,1,2014,false,x,Zulia,,0.10986861502249600
0101000020E610000033D9DC2448C150C00F82C94B06D72440,2018-08-08,Provincial Capital,Venezuela,VEN,303470,303470,Los Teques,Latin America,2018-08-08,774,HIP-JM,303470,1,1,2014,false,x,Distrito Capital,6.33,1.2392428396534800
0101000020E6100000BF5F27501F4E5B4089E7001CD6CD2740,2018-08-08,Populated place,Vietnam,VNM,146771,23883,Cam Ranh,Asia,2018-08-08,5454,HIP-JM,23883,1,1,2014,false,x,Khánh Hòa,6.01,0.026040934084805600
0101000020E6100000690907BED50C52C0FB67EA3A43C23340,2018-08-08,Provincial Capital,Haiti,HTI,281487,134815,Cap-Haitien,Latin America,2018-08-08,4931,HIP-JM,134815,1,1,2014,false,x,,,1.3482016361226600
0101000020E61000003B07CF8426C5294023C044172F392240,2018-07-31,town,Nigeria,NGA,0,0,Gurin,Africa,2018-07-20,8269,HIP-JM,13400,34,23,2010,false,x,Nord,46.00,0.0073958886277195800
0101000020E61000002A75D5545C3A3640E9C829ACB56725C0,2018-08-08,Populated place,Angola,AGO,18465,1463,Luau,Africa,2018-08-08,4511,HIP-JM,1463,1,1,2014,false,x,Moxico,6.08,0.0088985266278221300
0101000020E6100000CDB16602EEE63640793FD856D1C827C0,2018-08-08,Populated place,Angola,AGO,298,298,Cazombo,Africa,2018-08-08,4514,HIP-JM,298,1,1,2014,false,x,Moxico,150.33,0.0018125501948673900
0101000020E6100000FFC0299C97CB2D40D880B1A4F8FF23C0,2018-08-08,Populated place,Angola,AGO,795,795,Calulo,Africa,2018-08-08,4493,HIP-JM,795,1,1,2014,false,x,Cuanza Sul,23.35,0.0048354946473811300
0101000020E6100000C1A0668A31B32D406D34354DFB651DC0,2018-08-08,Populated place,Angola,AGO,10579,10579,Songo,Africa,2018-08-08,4495,HIP-JM,10579,1,1,2014,false,x,Uíge,36.20,0.064345531917792500
0101000020E6100000956E2F08F25603C074B2D44A47292B40,2018-08-08,Provincial Capital,Burkina Faso,BFA,79504,61096,Ouahigouya,Africa,2018-08-08,4741,HIP-JM,61096,1,1,2014,false,x,Yatenga,147.17,0.45519534075948800
0101000020E610000023F0290B4AB32740ED586BE81D9B2FC0,2018-08-08,Populated place,Angola,AGO,40000,40000,Tombua,Africa,2018-08-08,6101,HIP-JM,40000,1,1,2014,false,x,Namibe,75.84,0.2432953281701200
0101000020E61000004F87253D792F344061362893BD6E4440,2018-08-08,Provincial Capital,Albania,ALB,11556,11556,Gramsh,Europe,2018-08-08,406,HIP-JM,11556,1,1,2014,false,x,Elbasan,,0.4011520798916100
0101000020E6100000EEE1D6073A513440F3AE246A1F974440,2018-08-08,Provincial Capital,Albania,ALB,12691,12691,Librazhd,Europe,2018-08-08,407,HIP-JM,12691,1,1,2014,false,x,Elbasan,,0.44055218465770300
0101000020E610000006FD34E1F80434402E88E54725264440,2018-08-08,Provincial Capital,Albania,ALB,11955,11955,Tepelene,Europe,2018-08-08,408,HIP-JM,11955,1,1,2014,false,x,Gjirokastër,,0.41500286561995500
0101000020E6100000C67818831C5A344054122395F31D4440,2018-08-08,Provincial Capital,Albania,ALB,10686,10686,Permet,Europe,2018-08-08,409,HIP-JM,10686,1,1,2014,false,x,Gjirokastër,,0.37095111852905400
0101000020E610000053DB2989FA233440F944DAC7B6094440,2018-08-08,Provincial Capital,Albania,ALB,23437,23437,Gjirokaster,Europe,2018-08-08,410,HIP-JM,23437,1,1,2014,false,x,Gjirokastër,,0.81358612810831200
0101000020E6100000EBC9EBA124033440B4D3578CFDCD4440,2018-08-08,Provincial Capital,Albania,ALB,15405,15405,Burrel,Europe,2018-08-08,412,HIP-JM,15405,1,1,2014,false,x,Dibër,,0.53476529860940200
0101000020E6100000DEAA168756A834405C6BF7EC19734440,2018-08-08,Provincial Capital,Albania,ALB,40000,30000,Pogradec,Europe,2018-08-08,402,HIP-JM,30000,1,1,2014,false,x,Korçë,,1.041412460777800
0101000020E610000087B5B375B66D3440DF64767176D74440,2018-08-08,Provincial Capital,Albania,ALB,14848,14848,Peshkopi,Europe,2018-08-08,411,HIP-JM,14848,1,1,2014,false,x,Dibër,,0.51542974058762700
0101000020E61000002D1C1A1DB1A533409F857CC160E34440,2018-08-08,Provincial Capital,Albania,ALB,18695,18695,Lezhe,Europe,2018-08-08,413,HIP-JM,18695,1,1,2014,false,x,Lezhë,,0.64897353180803400
0101000020E610000025A16048D8E03340672840E631E24440,2018-08-08,Provincial Capital,Albania,ALB,10064,10064,Rreshen,Europe,2018-08-08,414,HIP-JM,10064,1,1,2014,false,x,Lezhë,,0.3493591668422600
0101000020E6100000B39D94EED3C64B401311B4B8B5903940,2018-08-08,Provincial Capital,United Arab Emirates,ARE,44411,32651,Umm al Qaywayn,Asia,2018-08-08,854,HIP-JM,32651,1,1,2014,false,x,Umm Al Qaywayn,,0.71297211392705200
0101000020E6100000741F4FE4ACF84B40D2FCD73DA2CA3940,2018-08-08,Provincial Capital,United Arab Emirates,ARE,160849,115949,Ras al Khaymah,Asia,2018-08-08,2215,HIP-JM,115949,1,1,2014,false,x,Ras Al Khaymah,,2.5318796863106100
0101000020E6100000EE7D2D6FF55150C04A9E3B9E633B3AC0,2018-08-08,Populated place,Argentina,ARG,1599,1599,Trancas,Latin America,2018-08-08,1682,HIP-JM,1599,1,1,2014,false,x,Tucumán,59.62,0.0036828243001453400
0101000020E6100000E79AFDD6405A50C02CB3341B31CA38C0,2018-08-08,Provincial Capital,Argentina,ARG,512686,456606,Salta,Latin America,2018-08-08,6669,HIP-JM,456606,1,1,2014,false,x,Salta,61.71,1.0516570809206800
0101000020E6100000C0FD367AEB315AC0C644CEEB1D853840,2018-08-08,Populated place,Mexico,MEX,10342,5271,Canatlan,Latin America,2018-08-08,1118,HIP-JM,5271,1,1,2014,false,x,Durango,41.07,0.0048593083199139200
0101000020E6100000C55FA461C2555AC0D0A1BBA095D43840,2018-08-08,Populated place,Mexico,MEX,22750,521,Papasquiaro,Latin America,2018-08-08,3104,HIP-JM,521,1,1,2014,false,x,Durango,100.64,0.00048030727275187900
0101000020E6100000B37B8715CDBC58C0AD085100BDBB3640,2018-08-08,Populated place,Mexico,MEX,79981,76618,Ciudad Mante,Latin America,2018-08-08,1130,HIP-JM,76618,1,1,2014,false,x,Tamaulipas,38.50,0.070633747838202400
0101000020E61000006F7ECE64B7014DC093902BAE18CA41C0,2018-08-08,Populated place,Argentina,ARG,21054,21054,Chascomus,Latin America,2018-08-08,4383,HIP-JM,21054,1,1,2014,false,x,Buenos Aires,4.70,0.04849167155425900
0101000020E610000057284F11A7944FC052E3CAB74FD842C0,2018-08-08,Populated place,Argentina,ARG,3412,3412,Darregueira,Latin America,2018-08-08,4379,HIP-JM,3412,1,1,2014,false,x,Buenos Aires,62.64,0.0078585344040624800
0101000020E6100000AC6127510C614FC03D504960029742C0,2018-08-08,Populated place,Argentina,ARG,7190,7190,Carhue,Latin America,2018-08-08,4378,HIP-JM,7190,1,1,2014,false,x,Buenos Aires,54.59,0.016560041724856200
0101000020E6100000AA1088C21A66454002E3E589B0B32240,2018-08-08,Populated place,Ethiopia,ETH,56821,48194,Jijiga,Africa,2018-08-08,3977,HIP-JM,48194,1,1,2014,true,x,Somali,0.01,0.072431519683288800
0101000020E610000064CE231415EE444016530CCA132E2340,2018-08-08,Populated place,Ethiopia,ETH,252279,248372,Dire Dawa,Africa,2018-08-08,6582,HIP-JM,248372,1,1,2014,true,x,Dire Dawa,0.11,0.37328218049503700
0101000020E6100000DBCCAE9CB95E4140A06C4F98494713C0,2018-08-08,Provincial Capital,Tanzania,TZA,62432,33067,Singida,Africa,2018-08-08,2510,HIP-JM,33067,1,1,2014,true,x,Singida,0.63,0.083903939922678100
0101000020E6100000A390012C34734140CBE88E05521E17C0,2018-08-08,Populated place,Tanzania,TZA,310,310,Manyoni,Africa,2018-08-08,2508,HIP-JM,310,1,1,2014,true,x,Singida,0.35,0.00078659150742523400
0101000020E6100000FC3932801AC443408981F96E65582340,2018-08-08,Populated place,Ethiopia,ETH,65231,57787,Debre Birhan,Africa,2018-08-08,3962,HIP-JM,57787,1,1,2014,true,x,Amhara,1.48,0.086848990080470800
0101000020E6100000CEC39C0EAFB14240CCD8E1069E2E2740,2018-08-08,Populated place,Ethiopia,ETH,206748,168899,Bahir Dar,Africa,2018-08-08,6580,HIP-JM,168899,1,1,2014,true,x,Amhara,0.01,0.25384096034750800
0101000020E610000014A90EACC5CA51C0B7E17F68830645C0,2018-08-08,Populated place,Argentina,ARG,4269,4269,El Maiten,Latin America,2018-08-08,1624,HIP-JM,4269,1,1,2014,false,x,Chubut,21.65,0.009832380823840200
0101000020E61000006F1E3E8090094FC016C43E47C57043C0,2018-08-08,Populated place,Argentina,ARG,57209,54730,Punta Alta,Latin America,2018-08-08,1646,HIP-JM,54730,1,1,2014,false,x,Buenos Aires,11.59,0.12605439271229200
0101000020E61000008F0FB26A24E450C0013BCC9AC9103CC0,2018-08-08,Populated place,Argentina,ARG,587,587,Tinogasta,Latin America,2018-08-08,1673,HIP-JM,587,1,1,2014,false,x,Catamarca,36.35,0.0013519811533366600
0101000020E6100000F72E22F2164350C0C48683A099AB38C0,2018-08-08,Populated place,Argentina,ARG,19828,19828,General Guemes,Latin America,2018-08-08,1681,HIP-JM,19828,1,1,2014,false,x,Salta,34.92,0.045667942603678500
0101000020E6100000816D1F4D50384CC0A107143D327339C0,2018-08-08,Provincial Capital,Paraguay,PRY,88101,51286,Coronel Oviedo,Latin America,2018-08-08,961,HIP-JM,51286,1,1,2014,true,x,Caaguazú,0.22,0.77248201154400200
0101000020E61000000F92CBA0D6C34CC0D7D914B80A1739C0,2018-08-08,Populated place,Paraguay,PRY,15643,15643,Villa Hayes,Latin America,2018-08-08,951,HIP-JM,15643,1,1,2014,true,x,Presidente Hayes,0.15,0.23561861144528400
0101000020E61000004E8BF307D5C64240DB4CC0746B151840,2018-08-08,Provincial Capital,Ethiopia,ETH,69622,39065,Arba Minch,Africa,2018-08-08,5936,HIP-JM,39065,1,1,2014,true,x,"Southern Nations, Nationalities and Peoples",0.31,0.058711402175118800
0101000020E6100000248E6E4A9AB53840E47AF4E9A5774840,2018-08-08,Provincial Capital,Ukraine,UKR,241239,204200,Ivano-Frankivsk,Europe,2018-08-08,2194,HIP-JM,204200,1,1,2014,true,x,Ivano-Frankivs'k,0.11,0.45222985528046700
0101000020E6100000011A7CCCCDEC4240900C9B29F6F52140,2018-08-08,Populated place,Ethiopia,ETH,43920,34905,Hagere Hiywet,Africa,2018-08-08,3970,HIP-JM,34905,1,1,2014,true,x,Oromiya,2.45,0.052459272825355700
0101000020E6100000628907944DF91240A5EE586C93AA2540,2018-07-31,town,Nigeria,NGA,0,0,Yelwa,Africa,2018-07-20,8325,HIP-JM,6800,34,23,2010,true,x,Kebbi,0.24,0.0037531375125741100
0101000020E6100000FB4773BF9E8211407C2C9F4033732840,2018-07-31,town,Nigeria,NGA,0,0,Jega,Africa,2018-07-20,8165,HIP-JM,64900,34,23,2010,true,x,Kebbi,0.30,0.035820385965597100
0101000020E6100000BA69DFFFB78A50C0D7150CFDE27036C0,2018-08-08,Populated place,Argentina,ARG,6692,5727,Rinconada,Latin America,2018-08-08,4397,HIP-JM,5727,1,1,2014,false,x,Jujuy,19.10,0.013190453262621900
0101000020E61000006B4F9043684F4EC01EC7A28293F239C0,2018-08-08,Populated place,Argentina,ARG,9421,9421,Juan Jose Castelli,Latin America,2018-08-08,4409,HIP-JM,9421,1,1,2014,false,x,Chaco,51.03,0.021698491389411700
0101000020E6100000D367DC51420A4DC06FD0B27CF42E3DC0,2018-08-08,Populated place,Argentina,ARG,30649,15096,Mercedes,Latin America,2018-08-08,4412,HIP-JM,15096,1,1,2014,false,x,Corrientes,91.48,0.034769178008126400
0101000020E6100000BF72EF91ADEE50C0EB50916A3FA748C0,2018-08-08,Populated place,Argentina,ARG,2347,2347,Puerto San Julian,Latin America,2018-08-08,6072,HIP-JM,2347,1,1,2014,false,x,Santa Cruz,194.25,0.0054056214086561100
0101000020E610000061A9A830714250C0A6510A7DF16245C0,2018-08-08,Populated place,Argentina,ARG,64555,57763,Puerto Madryn,Latin America,2018-08-08,1625,HIP-JM,57763,1,1,2014,false,x,Chubut,6.64,0.13304001253864600
0101000020E61000001B02FDE1521B50C0ECD1EEA47AA83FC0,2018-08-08,Populated place,Argentina,ARG,40384,20802,Alta Gracia,Latin America,2018-08-08,1667,HIP-JM,20802,1,1,2014,false,x,Córdoba,10.46,0.047911263972247300
0101000020E61000003633E4CFA81E50C0B048AE8C451840C0,2018-08-08,Populated place,Argentina,ARG,1269,1269,Villa Rumipal,Latin America,2018-08-08,1670,HIP-JM,1269,1,1,2014,false,x,Córdoba,16.15,0.0029227667522729500
0101000020E610000093123F292E5F50C0A56DF1047EE638C0,2018-08-08,Populated place,Argentina,ARG,11498,11498,Cerrillos,Latin America,2018-08-08,4404,HIP-JM,11498,1,1,2014,false,x,Salta,62.56,0.026482247531626700
0101000020E6100000EDA0243DCCDE50C094471B02BBEE46C0,2018-08-08,Populated place,Argentina,ARG,140850,105732,Comodoro Rivadavia,Latin America,2018-08-08,7022,HIP-JM,105732,1,1,2014,false,x,Chubut,8.96,0.24352243833831600
0101000020E6100000D6403E11997950C0EE67A9A300E047C0,2018-08-08,Populated place,Argentina,ARG,3305,3305,Puerto Deseado,Latin America,2018-08-08,7020,HIP-JM,3305,1,1,2014,false,x,,181.35,0.0076120915021765900
0101000020E6100000A6CBC827876C50C0B5D3025F39B936C0,2018-08-08,Populated place,Argentina,ARG,4480,4480,Abra Pampa,Latin America,2018-08-08,1674,HIP-JM,4480,1,1,2014,false,x,Jujuy,8.14,0.010318357013540400
0101000020E6100000C459B5930F93464056C62FC6CC704440,2018-08-08,Provincial Capital,Armenia,ARM,14737,14737,Ijevan,Asia,2018-08-08,418,HIP-JM,14737,1,1,2014,false,x,Tavush,,0.50521949296354100
0101000020E610000096501C9B7846464037C20E0819FA4340,2018-08-08,Provincial Capital,Armenia,ARM,20562,20562,Artashat,Asia,2018-08-08,419,HIP-JM,20562,1,1,2014,false,x,Ararat,,0.70491437974596800
0101000020E61000009625176E193E4640513F6ADCCB674440,2018-08-08,Populated place,Armenia,ARM,101098,77492,Vanadzor,Asia,2018-08-08,1736,HIP-JM,77492,1,1,2014,false,x,Lori,,2.6566105006942200
0101000020E61000006FD83630A3C56240C44833D5A0DA41C0,2018-08-08,Populated place,Australia,AUS,10557,651,Batemans Bay,Oceania,2018-08-08,4640,HIP-JM,651,1,1,2014,false,x,New South Wales,,0.0029548265571277800
0101000020E610000016FEA7D6E0BB6140D219570ADC4629C0,2018-08-08,Populated place,Australia,AUS,2830,2830,Weipa,Oceania,2018-08-08,5576,HIP-JM,2830,1,1,2014,false,x,Queensland,,0.012845098550954900
0101000020E610000066FC8CD083F161408BB61AED8B4A32C0,2018-08-08,Populated place,Australia,AUS,818,818,Georgetown,Oceania,2018-08-08,5574,HIP-JM,818,1,1,2014,false,x,Queensland,,0.0037128235387565700
0101000020E6100000C47344E65C0662404ADC105DBDD734C0,2018-08-08,Populated place,Australia,AUS,421,421,Hughenden,Oceania,2018-08-08,5570,HIP-JM,421,1,1,2014,false,x,Queensland,,0.001910878618357600
0101000020E6100000E9EC417524456240C1842BDED6A532C0,2018-08-08,Populated place,Australia,AUS,6127,5866,Ingham,Oceania,2018-08-08,4719,HIP-JM,5866,1,1,2014,false,x,Queensland,,0.026625211342721300
0101000020E61000004B787DFD9D92624020E76E61F16634C0,2018-08-08,Populated place,Australia,AUS,3976,3976,Proserpine,Oceania,2018-08-08,4707,HIP-JM,3976,1,1,2014,false,x,Queensland,,0.018046682628479400
0101000020E6100000972D2DDEED6C6240F71D88542A9333C0,2018-08-08,Populated place,Australia,AUS,9078,5254,Ayr,Oceania,2018-08-08,4731,HIP-JM,5254,1,1,2014,false,x,Queensland,,0.023847402044776300
0101000020E61000009CC2E4A3A02063402BADC6EDE8783BC0,2018-08-08,Provincial Capital,Australia,AUS,1860000,926353,Brisbane,Oceania,2018-08-08,7057,HIP-JM,926353,1,1,2014,false,x,Queensland,,4.204627412711200
0101000020E6100000F824D291378162404D28E195660036C0,2018-08-08,Populated place,Australia,AUS,10000,4714,Moranbah,Oceania,2018-08-08,4729,HIP-JM,4714,1,1,2014,false,x,Queensland,,0.021396393840707200
0101000020E61000006CDB1E3B2A856240A2D77930B48637C0,2018-08-08,Populated place,Australia,AUS,9398,5580,Emerald,Oceania,2018-08-08,4728,HIP-JM,5580,1,1,2014,false,x,Queensland,,0.02532708477538100
0101000020E6100000073E7102CBD76240EF23BA41812237C0,2018-08-08,Populated place,Australia,AUS,10769,2132,Yeppoon,Oceania,2018-08-08,4727,HIP-JM,2132,1,1,2014,false,x,Queensland,,0.0096769435019914400
0101000020E6100000121EF86571D06240F079F97F4A6638C0,2018-08-08,Populated place,Australia,AUS,6309,2424,Biloela,Oceania,2018-08-08,4726,HIP-JM,2424,1,1,2014,false,x,Queensland,,0.011002303493821400
0101000020E6100000E0CFC5AA481B6340BBEF7E30744C39C0,2018-08-08,Populated place,Australia,AUS,25114,25114,Hervey Bay,Oceania,2018-08-08,4725,HIP-JM,25114,1,1,2014,false,x,Queensland,,0.11399003710554100
0101000020E6100000DAC7943C3D2D634031B0ABD299003CC0,2018-08-08,Populated place,Australia,AUS,527660,332249,Gold Coast,Oceania,2018-08-08,6722,HIP-JM,332249,1,1,2014,false,x,Queensland,,1.5080463422106700
0101000020E610000056B9D37153D06240FD5F5147236137C0,2018-08-08,Populated place,Australia,AUS,65850,52199,Rockhampton,Oceania,2018-08-08,6720,HIP-JM,52199,1,1,2014,false,x,Queensland,,0.23692625415593400
0101000020E6100000378DCEC5FAD4614007FAF9BCDB6B39C0,2018-08-08,Populated place,Australia,AUS,158,158,Windorah,Oceania,2018-08-08,6718,HIP-JM,158,1,1,2014,false,x,Queensland,,0.000717146844894300
0101000020E61000008C6DA27E2AE8624046301063F5D737C0,2018-08-08,Populated place,Australia,AUS,30489,27621,Gladstone,Oceania,2018-08-08,5581,HIP-JM,27621,1,1,2014,false,x,Queensland,,0.12536906963813600
0101000020E61000009EA7CDEE3B0B634039AF6A52D1DD38C0,2018-08-08,Populated place,Australia,AUS,52472,39652,Bundaberg,Oceania,2018-08-08,5580,HIP-JM,39652,1,1,2014,false,x,Queensland,,0.1799766246439800
0101000020E610000042EB9A5A761663406FC39474DF8939C0,2018-08-08,Populated place,Australia,AUS,20678,17163,Maryborough,Oceania,2018-08-08,5579,HIP-JM,17163,1,1,2014,false,x,Queensland,,0.077901210752663800
0101000020E61000000288263342FA6140DB0B95B6FEFE3BC0,2018-08-08,Populated place,Australia,AUS,203,203,Thargomindah,Oceania,2018-08-08,5575,HIP-JM,203,1,1,2014,false,x,Queensland,,0.00092139752856672800
0101000020E6100000CDE33B3780FE6240D2864F4D998F3BC0,2018-08-08,Populated place,Australia,AUS,92800,80622,Toowoomba,Oceania,2018-08-08,5573,HIP-JM,80622,1,1,2014,false,x,Queensland,,0.36593552486752100
0101000020E610000000DBC69A26996240A11684EB40913AC0,2018-08-08,Populated place,Australia,AUS,5496,3625,Roma,Oceania,2018-08-08,5572,HIP-JM,3625,1,1,2014,false,x,Queensland,,0.016453527295834400
0101000020E6100000D4F26F3C442463406319DAE7CECC3AC0,2018-08-08,Populated place,Australia,AUS,38706,28768,Caloundra,Oceania,2018-08-08,5571,HIP-JM,28768,1,1,2014,false,x,Queensland,,0.13057519261974200
0101000020E610000013B32815BF4762406445B84FCC673AC0,2018-08-08,Populated place,Australia,AUS,1900,1900,Charleville,Oceania,2018-08-08,5569,HIP-JM,1900,1,1,2014,false,x,Queensland,,0.0086239177550580400
0101000020E6100000FA5A57E098086240F99DABE1BD9D3AC0,2018-08-08,Populated place,Australia,AUS,560,560,Quilpie,Oceania,2018-08-08,5568,HIP-JM,560,1,1,2014,false,x,Queensland,,0.0025417862857013200
0101000020E6100000940A3B24277D6140534E093D4AE936C0,2018-08-08,Populated place,Australia,AUS,600,205,Boulia,Oceania,2018-08-08,4722,HIP-JM,205,1,1,2014,false,x,Queensland,,0.00093047533672994700
0101000020E610000093608EA60B6F6140D289C55B195C38C0,2018-08-08,Populated place,Australia,AUS,142,142,Bedourie,Oceania,2018-08-08,4721,HIP-JM,142,1,1,2014,false,x,Queensland,,0.00064452437958854800
0101000020E6100000180863C9426B614069D00AD1FDE539C0,2018-08-08,Populated place,Australia,AUS,283,283,Birdsville,Oceania,2018-08-08,4720,HIP-JM,283,1,1,2014,false,x,Queensland,,0.0012845098550954900
0101000020E6100000D69443CA6AE86240F7FE86409F2E3BC0,2018-08-08,Populated place,Australia,AUS,9847,9790,Dalby,Oceania,2018-08-08,4716,HIP-JM,9790,1,1,2014,false,x,Queensland,,0.04443587095895700
0101000020E610000073D48AE1D6FA6240B72B550CAC8A3AC0,2018-08-08,Populated place,Australia,AUS,8573,6416,Kingaroy,Oceania,2018-08-08,4715,HIP-JM,6416,1,1,2014,false,x,Queensland,,0.029121608587606500
0101000020E6100000FD0C3AA8F9006340E87F3600AC373CC0,2018-08-08,Populated place,Australia,AUS,12347,7701,Warwick,Oceania,2018-08-08,4714,HIP-JM,7701,1,1,2014,false,x,Queensland,,0.034954100332474700
0101000020E61000005F9CBDF417086240A07550F5F27037C0,2018-08-08,Populated place,Australia,AUS,2894,2894,Longreach,Oceania,2018-08-08,4712,HIP-JM,2894,1,1,2014,false,x,Queensland,,0.013135588412177900
0101000020E61000006A11727730E161407465E93A8A6236C0,2018-08-08,Populated place,Australia,AUS,1157,1157,Winton,Oceania,2018-08-08,4711,HIP-JM,1157,1,1,2014,false,x,Queensland,,0.0052515120224221900
